id,product_id,sku,slug,variant_name,service_type_id,duration_display,duration_weeks_min,duration_weeks_max,delivery_complexity,implementation_model,badge,positioning,is_default_variant,status,created_at,updated_at
81,13,OPE-AI_-81,enterprise-operations-high-impact-ai-design-81,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for enterprise operations, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
82,13,OPE-DEP-82,enterprise-operations-high-impact-implementation-82,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed enterprise operations changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
83,13,OPE-AI_-83,enterprise-operations-high-impact-ai-implementation-83,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled enterprise operations workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
84,13,OPE-MAN-84,enterprise-operations-high-impact-managed-service-84,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve enterprise operations with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
85,14,SEC-ADV-85,governance-risk-compliance-high-impact-assess-85,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how governance, risk and compliance perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
86,14,SEC-DES-86,governance-risk-compliance-high-impact-design-86,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn governance, risk and compliance goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
87,14,SEC-AI_-87,governance-risk-compliance-high-impact-ai-design-87,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define responsible AI for governance, risk and compliance — prioritised use cases, evidence automation, guardrails, and a blueprint ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
88,14,SEC-DEP-88,governance-risk-compliance-high-impact-implementation-88,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed governance, risk and compliance changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
89,14,SEC-AI_-89,governance-risk-compliance-high-impact-ai-implementation-89,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled governance, risk and compliance workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
90,14,SEC-MAN-90,governance-risk-compliance-high-impact-managed-service-90,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve governance, risk and compliance with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
91,15,OPE-ADV-91,enterprise-resource-planning-high-impact-assess-91,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how ERP and core enterprise operations perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
92,15,OPE-DES-92,enterprise-resource-planning-high-impact-design-92,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn ERP and core enterprise operations goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
93,15,OPE-AI_-93,enterprise-resource-planning-high-impact-ai-design-93,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for ERP and core enterprise operations, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
94,15,OPE-DEP-94,enterprise-resource-planning-high-impact-implementation-94,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed ERP and core enterprise operations changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
95,15,OPE-AI_-95,enterprise-resource-planning-high-impact-ai-implementation-95,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled ERP and core enterprise operations workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
96,15,OPE-MAN-96,enterprise-resource-planning-high-impact-managed-service-96,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve ERP and core enterprise operations with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
97,16,OPE-ADV-97,workforce-management-high-impact-assess-97,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how workforce management performs today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
98,16,OPE-DES-98,workforce-management-high-impact-design-98,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn workforce management goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
99,16,OPE-AI_-99,workforce-management-high-impact-ai-design-99,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for workforce management, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
100,16,OPE-DEP-100,workforce-management-high-impact-implementation-100,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed workforce management changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
101,16,OPE-AI_-101,workforce-management-high-impact-ai-implementation-101,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled workforce management workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
102,16,OPE-MAN-102,workforce-management-high-impact-managed-service-102,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve workforce management with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
103,17,AI-ADV-103,enterprise-data-platform-high-impact-assess-103,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how enterprise data platform performs today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
104,17,AI-DES-104,enterprise-data-platform-high-impact-design-104,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn enterprise data platform goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
105,17,AI-AI_-105,enterprise-data-platform-high-impact-ai-design-105,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for enterprise data platform, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
106,17,AI-DEP-106,enterprise-data-platform-high-impact-implementation-106,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed enterprise data platform changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
107,17,AI-AI_-107,enterprise-data-platform-high-impact-ai-implementation-107,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled enterprise data platform workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
108,17,AI-MAN-108,enterprise-data-platform-high-impact-managed-service-108,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve enterprise data platform with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
109,18,AI-ADV-109,business-intelligence-analytics-high-impact-assess-109,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how business intelligence and analytics perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
110,18,AI-DES-110,business-intelligence-analytics-high-impact-design-110,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn business intelligence and analytics goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
111,18,AI-AI_-111,business-intelligence-analytics-high-impact-ai-design-111,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for business intelligence and analytics, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
112,18,AI-DEP-112,business-intelligence-analytics-high-impact-implementation-112,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed business intelligence and analytics changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
113,18,AI-AI_-113,business-intelligence-analytics-high-impact-ai-implementation-113,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled business intelligence and analytics workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
114,18,AI-MAN-114,business-intelligence-analytics-high-impact-managed-service-114,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve business intelligence and analytics with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
115,19,AI-ADV-115,enterprise-ai-automation-high-impact-assess-115,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how enterprise AI and automation perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
116,19,AI-DES-116,enterprise-ai-automation-high-impact-design-116,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn enterprise AI and automation goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
117,19,AI-AI_-117,enterprise-ai-automation-high-impact-ai-design-117,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for enterprise AI and automation, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
118,19,AI-DEP-118,enterprise-ai-automation-high-impact-implementation-118,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed enterprise AI and automation changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
119,19,AI-AI_-119,enterprise-ai-automation-high-impact-ai-implementation-119,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled enterprise AI and automation workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
120,19,AI-MAN-120,enterprise-ai-automation-high-impact-managed-service-120,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve enterprise AI and automation with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
121,20,SEC-ADV-121,technology-governance-high-impact-assess-121,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how technology governance performs today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
122,20,SEC-DES-122,technology-governance-high-impact-design-122,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn technology governance goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
123,20,SEC-AI_-123,technology-governance-high-impact-ai-design-123,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define responsible AI for technology governance — prioritised use cases, evidence automation, guardrails, and a blueprint ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
124,20,SEC-DEP-124,technology-governance-high-impact-implementation-124,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed technology governance changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
125,20,SEC-AI_-125,technology-governance-high-impact-ai-implementation-125,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled technology governance workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
126,20,SEC-MAN-126,technology-governance-high-impact-managed-service-126,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve technology governance with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
127,21,OPE-ADV-127,devsecops-automation-high-impact-assess-127,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how DevSecOps automation performs today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
128,21,OPE-DES-128,devsecops-automation-high-impact-design-128,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn DevSecOps automation goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
129,21,OPE-AI_-129,devsecops-automation-high-impact-ai-design-129,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for DevSecOps automation, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
130,21,OPE-DEP-130,devsecops-automation-high-impact-implementation-130,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed DevSecOps automation changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
131,21,OPE-AI_-131,devsecops-automation-high-impact-ai-implementation-131,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled DevSecOps automation workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
132,21,OPE-MAN-132,devsecops-automation-high-impact-managed-service-132,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve DevSecOps automation with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
133,22,EXP-ADV-133,it-operations-support-high-impact-assess-133,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how IT operations and employee support services perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
134,22,EXP-DES-134,it-operations-support-high-impact-design-134,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn IT operations and employee support services goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
135,22,EXP-AI_-135,it-operations-support-high-impact-ai-design-135,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for IT operations and employee support services, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
136,22,EXP-DEP-136,it-operations-support-high-impact-implementation-136,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed IT operations and employee support services changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
137,22,EXP-AI_-137,it-operations-support-high-impact-ai-implementation-137,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled IT operations and employee support services workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
138,22,EXP-MAN-138,it-operations-support-high-impact-managed-service-138,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve IT operations and employee support services with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
149,23,OPE-ADV-149,farming-operations-high-impact-assess-149,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how farming operations perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
150,23,OPE-DES-150,farming-operations-high-impact-design-150,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn farming operations goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
151,23,OPE-AI_-151,farming-operations-high-impact-ai-design-151,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for farming operations, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
152,23,OPE-DEP-152,farming-operations-high-impact-implementation-152,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed farming operations changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
153,23,OPE-AI_-153,farming-operations-high-impact-ai-implementation-153,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled farming operations workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
154,23,OPE-MAN-154,farming-operations-high-impact-managed-service-154,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve farming operations with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
155,24,OPE-ADV-155,manufacturing-operations-high-impact-assess-155,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how manufacturing operations perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
156,24,OPE-DES-156,manufacturing-operations-high-impact-design-156,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn manufacturing operations goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
157,24,OPE-AI_-157,manufacturing-operations-high-impact-ai-design-157,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for manufacturing operations, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
158,24,OPE-DEP-158,manufacturing-operations-high-impact-implementation-158,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed manufacturing operations changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
159,24,OPE-AI_-159,manufacturing-operations-high-impact-ai-implementation-159,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled manufacturing operations workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
160,24,OPE-MAN-160,manufacturing-operations-high-impact-managed-service-160,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve manufacturing operations with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
161,25,OPE-ADV-161,infrastructure-operations-high-impact-assess-161,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how infrastructure operations perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
162,25,OPE-DES-162,infrastructure-operations-high-impact-design-162,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn infrastructure operations goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
163,25,OPE-AI_-163,infrastructure-operations-high-impact-ai-design-163,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for infrastructure operations, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
164,25,OPE-DEP-164,infrastructure-operations-high-impact-implementation-164,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed infrastructure operations changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
