id,product_id,sku,slug,variant_name,service_type_id,duration_display,duration_weeks_min,duration_weeks_max,delivery_complexity,implementation_model,badge,positioning,is_default_variant,status,created_at,updated_at
165,25,OPE-AI_-165,infrastructure-operations-high-impact-ai-implementation-165,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled infrastructure operations workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
166,25,OPE-MAN-166,infrastructure-operations-high-impact-managed-service-166,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve infrastructure operations with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
167,26,OPE-ADV-167,government-operations-high-impact-assess-167,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how government operations and citizen services perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
168,26,OPE-DES-168,government-operations-high-impact-design-168,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn government operations and citizen services goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
169,26,OPE-AI_-169,government-operations-high-impact-ai-design-169,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for government operations and citizen services, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
170,26,OPE-DEP-170,government-operations-high-impact-implementation-170,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed government operations and citizen services changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
171,26,OPE-AI_-171,government-operations-high-impact-ai-implementation-171,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled government operations and citizen services workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
172,26,OPE-MAN-172,government-operations-high-impact-managed-service-172,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve government operations and citizen services with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
173,27,OPE-ADV-173,hospitality-operations-high-impact-assess-173,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how hospitality operations and guest experience perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
174,27,OPE-DES-174,hospitality-operations-high-impact-design-174,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn hospitality operations and guest experience goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
175,27,OPE-AI_-175,hospitality-operations-high-impact-ai-design-175,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for hospitality operations and guest experience, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
176,27,OPE-DEP-176,hospitality-operations-high-impact-implementation-176,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed hospitality operations and guest experience changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
177,27,OPE-AI_-177,hospitality-operations-high-impact-ai-implementation-177,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled hospitality operations and guest experience workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
178,27,OPE-MAN-178,hospitality-operations-high-impact-managed-service-178,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve hospitality operations and guest experience with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
179,28,OPE-ADV-179,retail-operations-high-impact-assess-179,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how retail operations and omnichannel commerce perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
180,28,OPE-DES-180,retail-operations-high-impact-design-180,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn retail operations and omnichannel commerce goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
181,28,OPE-AI_-181,retail-operations-high-impact-ai-design-181,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for retail operations and omnichannel commerce, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
182,28,OPE-DEP-182,retail-operations-high-impact-implementation-182,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed retail operations and omnichannel commerce changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
183,28,OPE-AI_-183,retail-operations-high-impact-ai-implementation-183,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled retail operations and omnichannel commerce workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
184,28,OPE-MAN-184,retail-operations-high-impact-managed-service-184,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve retail operations and omnichannel commerce with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
185,29,OPE-ADV-185,service-operations-high-impact-assess-185,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how service operations perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
186,29,OPE-DES-186,service-operations-high-impact-design-186,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn service operations goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
187,29,OPE-AI_-187,service-operations-high-impact-ai-design-187,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for service operations, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
188,29,OPE-DEP-188,service-operations-high-impact-implementation-188,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed service operations changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
189,29,OPE-AI_-189,service-operations-high-impact-ai-implementation-189,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled service operations workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
190,29,OPE-MAN-190,service-operations-high-impact-managed-service-190,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve service operations with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
191,30,OPE-ADV-191,logistics-operations-high-impact-assess-191,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how logistics and supply chain operations perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
192,30,OPE-DES-192,logistics-operations-high-impact-design-192,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn logistics and supply chain operations goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
193,30,OPE-AI_-193,logistics-operations-high-impact-ai-design-193,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for logistics and supply chain operations, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
194,30,OPE-DEP-194,logistics-operations-high-impact-implementation-194,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed logistics and supply chain operations changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
195,30,OPE-AI_-195,logistics-operations-high-impact-ai-implementation-195,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled logistics and supply chain operations workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
196,30,OPE-MAN-196,logistics-operations-high-impact-managed-service-196,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve logistics and supply chain operations with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
197,31,OPE-ADV-197,wellness-operations-high-impact-assess-197,Assess,advisory,1 Week,1,1,medium,TMaaS Managed Delivery,Assess,"See how wellness operations and client experience perform today, identify the highest-impact gaps, and leave with prioritised next steps and a practical roadmap.",true,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
198,31,OPE-DES-198,wellness-operations-high-impact-design-198,Design,design,4 Weeks,4,4,high,TMaaS Managed Delivery,Design,"Turn wellness operations and client experience goals into a delivery-ready blueprint with journeys, workflows, integrations, controls, and an adoption plan your teams can execute.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
199,31,OPE-AI_-199,wellness-operations-high-impact-ai-design-199,AI Design,ai_design,4 Weeks,4,4,high,TMaaS Managed Delivery,AI Design,"Define the AI use cases that matter for wellness operations and client experience, with data requirements, guardrails, and specifications ready to build.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
200,31,OPE-DEP-200,wellness-operations-high-impact-implementation-200,Deploy,deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,Deploy,"Implement agreed wellness operations and client experience changes through managed configuration, integration, testing, and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
201,31,OPE-AI_-201,wellness-operations-high-impact-ai-implementation-201,AI Deploy,ai_deploy,12 Weeks,12,12,high,TMaaS Managed Delivery,AI Deploy,"Put AI-enabled wellness operations and client experience workflows into production with security, governance, and adoption built in from day one.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
202,31,OPE-MAN-202,wellness-operations-high-impact-managed-service-202,Managed Service,manage,Ongoing,,,medium,TMaaS Managed Delivery,Managed Service,"Run and improve wellness operations and client experience with ongoing monitoring, reporting, and optimisation so performance keeps pace with your business.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
203,1,EXP-BUN-203,online-web-presence-high-impact-transformation-bundle-203,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for online web presence: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
204,2,EXP-BUN-204,online-social-presence-high-impact-transformation-bundle-204,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for social presence and audience engagement: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
205,3,EXP-BUN-205,mobile-apps-high-impact-transformation-bundle-205,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for mobile apps and mobile services: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
206,4,EXP-BUN-206,physical-channels-high-impact-transformation-bundle-206,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for physical channels and frontline experience: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
207,5,EXP-BUN-207,experience-solutions-high-impact-transformation-bundle-207,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for integrated customer and employee experience: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
208,6,EXP-BUN-208,crm-solutions-high-impact-transformation-bundle-208,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for CRM and relationship management: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
209,7,EXP-BUN-209,marketing-solutions-high-impact-transformation-bundle-209,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for marketing operations and campaigns: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
210,8,EXP-BUN-210,smart-sales-quotation-high-impact-transformation-bundle-210,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for sales and quotation: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
211,9,EXP-BUN-211,customer-support-success-high-impact-transformation-bundle-211,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for customer support and success: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
212,10,OPE-BUN-212,digital-workplace-high-impact-transformation-bundle-212,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for digital workplace and collaboration: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
213,11,OPE-BUN-213,business-process-automation-high-impact-transformation-bundle-213,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for business process automation: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
214,12,OPE-BUN-214,specialized-operations-high-impact-transformation-bundle-214,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for specialised operations: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
215,13,OPE-BUN-215,enterprise-operations-high-impact-transformation-bundle-215,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for enterprise operations: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
216,14,SEC-BUN-216,governance-risk-compliance-high-impact-transformation-bundle-216,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for governance, risk and compliance: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
217,15,OPE-BUN-217,enterprise-resource-planning-high-impact-transformation-bundle-217,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for ERP and core enterprise operations: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
218,16,OPE-BUN-218,workforce-management-high-impact-transformation-bundle-218,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for workforce management: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
219,17,AI-BUN-219,enterprise-data-platform-high-impact-transformation-bundle-219,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for enterprise data platform: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
220,18,AI-BUN-220,business-intelligence-analytics-high-impact-transformation-bundle-220,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for business intelligence and analytics: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
221,19,AI-BUN-221,enterprise-ai-automation-high-impact-transformation-bundle-221,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for enterprise AI and automation: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
222,20,SEC-BUN-222,technology-governance-high-impact-transformation-bundle-222,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for technology governance: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
223,21,OPE-BUN-223,devsecops-automation-high-impact-transformation-bundle-223,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for DevSecOps automation: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
224,22,EXP-BUN-224,it-operations-support-high-impact-transformation-bundle-224,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for IT operations and employee support services: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
225,23,OPE-BUN-225,farming-operations-high-impact-transformation-bundle-225,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for farming operations: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
226,24,OPE-BUN-226,manufacturing-operations-high-impact-transformation-bundle-226,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for manufacturing operations: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
227,25,OPE-BUN-227,infrastructure-operations-high-impact-transformation-bundle-227,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for infrastructure operations: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
228,26,OPE-BUN-228,government-operations-high-impact-transformation-bundle-228,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for government operations and citizen services: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
229,27,OPE-BUN-229,hospitality-operations-high-impact-transformation-bundle-229,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for hospitality operations and guest experience: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
230,28,OPE-BUN-230,retail-operations-high-impact-transformation-bundle-230,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for retail operations and omnichannel commerce: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
231,29,OPE-BUN-231,service-operations-high-impact-transformation-bundle-231,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for service operations: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
232,30,OPE-BUN-232,logistics-operations-high-impact-transformation-bundle-232,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for logistics and supply chain operations: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
233,31,OPE-BUN-233,wellness-operations-high-impact-transformation-bundle-233,End-to-end bundle,bundle,16-24 Weeks,16,24,high,TMaaS Managed Delivery,End-to-end bundle,"End-to-end phased delivery for wellness operations and client experience: assess, design, deploy and handover under unified TMaaS governance.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
234,32,OPE-BUN-234,advisory-set-advisory-set-234,Flexible Advisory Package,bundle,Variable,,,medium,TMaaS Managed Delivery,End-to-end bundle,Flexible advisory across selected TMaaS capability areas — diagnose priorities and build executive alignment.,false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
235,33,OPE-BUN-235,design-services-set-design-services-set-235,Flexible Design Package,bundle,Variable,,,medium,TMaaS Managed Delivery,End-to-end bundle,"Blueprints and delivery plans across selected transformation priorities — journey designs, backlogs and governance included.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
236,34,OPE-BUN-236,deploy-services-set-deploy-services-set-236,Flexible Deploy Package,bundle,Variable,,,medium,TMaaS Managed Delivery,End-to-end bundle,"Managed implementation across selected capabilities — configuration, integration, testing and controlled launch support.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
237,35,OPE-BUN-237,managed-services-set-managed-services-set-237,Flexible Managed Services Package,bundle,Variable,,,medium,TMaaS Managed Delivery,End-to-end bundle,"Ongoing operations for selected deployed capabilities — monitoring, optimisation and service continuity.",false,published,2026-06-10 15:31:29.889873+00,2026-06-10 15:31:29.889873+00
